date,pet,brent_close_1D_mean,brent_open_1D_mean,brent_max_1D_mean,brent_min_1D_mean,USDCNY_close_1D_mean,USDCNY_open_1D_mean,USDCNY_max_1D_mean,USDCNY_min_1D_mean,brent_close_7D_mean,brent_open_7D_mean,brent_max_7D_mean,brent_min_7D_mean,USDCNY_close_7D_mean,USDCNY_open_7D_mean,USDCNY_max_7D_mean,USDCNY_min_7D_mean,brent_close_7D_median,brent_open_7D_median,brent_max_7D_median,brent_min_7D_median,USDCNY_close_7D_median,USDCNY_open_7D_median,USDCNY_max_7D_median,USDCNY_min_7D_median,brent_close_7D_std,brent_open_7D_std,brent_max_7D_std,brent_min_7D_std,USDCNY_close_7D_std,USDCNY_open_7D_std,USDCNY_max_7D_std,USDCNY_min_7D_std,brent_close_7D_max,brent_open_7D_max,brent_max_7D_max,brent_min_7D_max,USDCNY_close_7D_max,USDCNY_open_7D_max,USDCNY_max_7D_max,USDCNY_min_7D_max,brent_close_7D_min,brent_open_7D_min,brent_max_7D_min,brent_min_7D_min,USDCNY_close_7D_min,USDCNY_open_7D_min,USDCNY_max_7D_min,USDCNY_min_7D_min,brent_close_30D_mean,brent_open_30D_mean,brent_max_30D_mean,brent_min_30D_mean,USDCNY_close_30D_mean,USDCNY_open_30D_mean,USDCNY_max_30D_mean,USDCNY_min_30D_mean,brent_close_30D_median,brent_open_30D_median,brent_max_30D_median,brent_min_30D_median,USDCNY_close_30D_median,USDCNY_open_30D_median,USDCNY_max_30D_median,USDCNY_min_30D_median,brent_close_30D_std,brent_open_30D_std,brent_max_30D_std,brent_min_30D_std,USDCNY_close_30D_std,USDCNY_open_30D_std,USDCNY_max_30D_std,USDCNY_min_30D_std,brent_close_30D_max,brent_open_30D_max,brent_max_30D_max,brent_min_30D_max,USDCNY_close_30D_max,USDCNY_open_30D_max,USDCNY_max_30D_max,USDCNY_min_30D_max,brent_close_30D_min,brent_open_30D_min,brent_max_30D_min,brent_min_30D_min,USDCNY_close_30D_min,USDCNY_open_30D_min,USDCNY_max_30D_min,USDCNY_min_30D_min,brent_close_60D_mean,brent_open_60D_mean,brent_max_60D_mean,brent_min_60D_mean,USDCNY_close_60D_mean,USDCNY_open_60D_mean,USDCNY_max_60D_mean,USDCNY_min_60D_mean,brent_close_60D_median,brent_open_60D_median,brent_max_60D_median,brent_min_60D_median,USDCNY_close_60D_median,USDCNY_open_60D_median,USDCNY_max_60D_median,USDCNY_min_60D_median,brent_close_60D_std,brent_open_60D_std,brent_max_60D_std,brent_min_60D_std,USDCNY_close_60D_std,USDCNY_open_60D_std,USDCNY_max_60D_std,USDCNY_min_60D_std,brent_close_60D_max,brent_open_60D_max,brent_max_60D_max,brent_min_60D_max,USDCNY_close_60D_max,USDCNY_open_60D_max,USDCNY_max_60D_max,USDCNY_min_60D_max,brent_close_60D_min,brent_open_60D_min,brent_max_60D_min,brent_min_60D_min,USDCNY_close_60D_min,USDCNY_open_60D_min,USDCNY_max_60D_min,USDCNY_min_60D_min,brent_close_180D_mean,brent_open_180D_mean,brent_max_180D_mean,brent_min_180D_mean,USDCNY_close_180D_mean,USDCNY_open_180D_mean,USDCNY_max_180D_mean,USDCNY_min_180D_mean,brent_close_180D_median,brent_open_180D_median,brent_max_180D_median,brent_min_180D_median,USDCNY_close_180D_median,USDCNY_open_180D_median,USDCNY_max_180D_median,USDCNY_min_180D_median,brent_close_180D_std,brent_open_180D_std,brent_max_180D_std,brent_min_180D_std,USDCNY_close_180D_std,USDCNY_open_180D_std,USDCNY_max_180D_std,USDCNY_min_180D_std,brent_close_180D_max,brent_open_180D_max,brent_max_180D_max,brent_min_180D_max,USDCNY_close_180D_max,USDCNY_open_180D_max,USDCNY_max_180D_max,USDCNY_min_180D_max,brent_close_180D_min,brent_open_180D_min,brent_max_180D_min,brent_min_180D_min,USDCNY_close_180D_min,USDCNY_open_180D_min,USDCNY_max_180D_min,USDCNY_min_180D_min,month
2007-12-01,1361.6666666666667,93.18,93.3,93.8,91.8,7.4115,7.422000000000001,7.422000000000001,7.4110000000000005,92.5425000000003,92.44500000000009,93.71499999999992,91.19250000000014,7.440500000000017,7.44625,7.447150000000015,7.439550000000013,93.21000000000001,92.57,93.68,91.395,7.44825,7.454000000000001,7.45495,7.446999999999999,1.368755517495653,1.204726801683978,1.180522483198515,0.7559265837394233,0.020079010599891093,0.01617868968676292,0.016790969796482754,0.019869826370221177,93.26,93.59,95.19,91.8,7.454,7.455,7.4567,7.4532,90.49,91.05,92.31,90.18,7.4115,7.422000000000001,7.422000000000001,7.4110000000000005,86.95952380952384,86.24666666666664,87.81190476190474,85.36523809523815,7.484338095238087,7.485566666666663,7.489176190476183,7.479809523809521,87.44,85.04,87.59,84.7,7.4879999999999995,7.4925,7.4925,7.481,4.317950296369606,4.572291912524555,4.4818016679087975,4.169372397672618,0.03023171308743493,0.027628596296888186,0.0290746264768168,0.028617178490798128,93.26,93.59,95.19,91.8,7.528,7.525,7.5283,7.513,80.15,78.8,80.68,78.69,7.4115,7.422000000000001,7.422000000000001,7.4110000000000005,82.35279069767432,81.9195348837209,83.11604651162793,81.03186046511628,7.498555813953498,7.499260465116284,7.5027395348837285,7.494702325581397,80.03,79.25,80.68,78.69,7.506,7.506,7.5119,7.5055,5.4920372339368795,5.372512471340563,5.628903783803352,5.209769785524834,0.02557633115595987,0.02381089326084085,0.024703307466987286,0.024982874976599602,93.26,93.59,95.19,91.8,7.528,7.526,7.5294,7.522,76.22,75.95,76.49,75.0,7.4115,7.422000000000001,7.422000000000001,7.4110000000000005,75.63929133858267,75.39763779527559,76.32999999999997,74.58212598425199,7.565414960629903,7.5667921259842315,7.571047244094474,7.561866929133844,75.08,74.81,76.07,74.23,7.5654,7.566,7.5705,7.563,6.217221624801508,6.076199921564294,6.289875210107716,5.9756124252677045,0.06025533906278104,0.06057378631352933,0.06086576803589135,0.06031787101955684,93.26,93.59,95.19,91.8,7.6835,7.6837,7.6948,7.6807,66.83,66.65,67.51,65.93,7.4115,7.422000000000001,7.422000000000001,7.4110000000000005,12
2008-01-01,1336.25,93.18,93.3,93.8,91.8,7.4115,7.422000000000001,7.422000000000001,7.4110000000000005,89.32800000000023,89.34800000000004,90.85199999999993,87.55600000000011,7.402160000000014,7.40072,7.408500000000009,7.393220000000012,89.53,89.75,90.68,87.47,7.4025,7.4025,7.4095,7.397,0.7357105409095669,0.9561746702458116,0.6108354934054443,0.9323518649110151,0.007438279371137876,0.00927156944561952,0.004459260031841068,0.006849963502493252,90.18,90.35,91.91,88.97,7.4135,7.4091,7.4135,7.399,88.49,88.0,90.43,86.56,7.3933,7.3868,7.4013,7.3848,91.5185,91.7005,93.043,90.18050000000005,7.408024999999995,7.407819999999996,7.41459999999999,7.402054999999995,91.15,91.36,92.475,89.825,7.407,7.4098,7.4125499999999995,7.39875,2.5016800144610447,2.380434447301712,2.167127859146315,2.5144560466479513,0.014582176395615326,0.014227275509476823,0.014097480178117424,0.015389383730078683,95.76,95.9,96.65,94.26,7.4335,7.4305,7.4421,7.4239999999999995,88.26,88.0,90.43,86.56,7.382000000000001,7.3845,7.3885,7.38,89.18341463414626,88.90707317073168,90.36365853658533,87.7141463414634,7.44711219512196,7.447641463414636,7.45279756097562,7.44188048780488,89.81,90.25,91.58,88.57,7.4335,7.4305,7.4421,7.4239999999999995,4.197366799407533,4.5565273201766505,4.391130694991478,4.199176690502188,0.04527046054071187,0.04500899896477708,0.0440611194131144,0.04550025395283527,95.76,95.9,96.65,94.26,7.528,7.525,7.5283,7.513,80.15,78.8,80.68,78.69,7.382000000000001,7.3845,7.3885,7.38,79.1834126984127,78.98468253968254,80.00896825396825,78.04873015873011,7.52525158730157,7.525910317460297,7.530769841269825,7.521176984126968,77.12,76.875,77.72,76.095,7.525499999999999,7.5325,7.53475,7.5215,7.81145847203366,7.829898153770353,8.065489726419685,7.587776800525843,0.06786076773453835,0.06763058696151014,0.06758164634901274,0.06833909002950346,95.76,95.9,96.65,94.26,7.632000000000001,7.6272,7.6346,7.624,68.69,68.7,69.45,68.14,7.382000000000001,7.3845,7.3885,7.38,1
2008-02-01,1311.25,94.37,95.55,96.7,94.1,7.2636,7.2646,7.2661,7.2616,95.73800000000024,96.44600000000004,97.47399999999992,95.10200000000013,7.268720000000012,7.272460000000002,7.277340000000007,7.265320000000014,95.54,96.69,97.48,94.47,7.2694,7.2679,7.2779,7.2624,1.4406144522414759,1.2681009423638903,0.797358137853868,1.4345103694301449,0.0044336215449784,0.012189462661776552,0.010450980816997428,0.0046170336777908265,97.6,97.77,98.5,97.04,7.273,7.2934,7.2934,7.2709,94.37,94.77,96.69,93.72,7.2636,7.2639,7.2661,7.2616,93.72235294117648,93.37941176470588,95.02941176470588,92.36058823529414,7.329635294117643,7.331241176470586,7.336270588235283,7.323435294117643,93.94,93.65,95.06,92.8,7.3448,7.3264,7.3448,7.3264,2.3713195941646044,2.726303519852593,2.378774554753945,2.5518999553961024,0.048536016796660475,0.04818521633788648,0.04734553522652864,0.04665040113960062,97.84,97.77,98.5,97.04,7.385,7.3955,7.3955,7.3755,89.99,88.28,90.35,88.15,7.2636,7.2639,7.2661,7.2616,92.41289473684202,92.37447368421047,93.84763157894733,91.08552631578948,7.372639473684219,7.373381578947371,7.379200000000012,7.366578947368424,92.2,91.975,93.425,90.785,7.39025,7.3894,7.3995,7.383749999999999,2.7170670871684273,2.6804191860242295,2.5064321947927732,2.75644963320205,0.0516640945918384,0.050848645868269426,0.05107227523166448,0.05112427443709348,97.84,97.77,98.5,97.04,7.4335,7.4305,7.4421,7.4239999999999995,88.04,88.0,89.85,86.56,7.2636,7.2639,7.2661,7.2616,82.52611570247937,82.36570247933882,83.49363636363637,81.33892561983467,7.481269421487583,7.482217355371879,7.4870942148760165,7.476761157024774,79.3,79.13,80.2,78.47,7.5083,7.507000000000001,7.5125,7.506,8.63711558448893,8.594334163316404,8.898490508694753,8.428471668660663,0.08591789864300647,0.08567402628382477,0.0856162730812874,0.08658048699725303,97.84,97.77,98.5,97.04,7.603,7.6016,7.608,7.5945,68.69,68.8,69.45,68.14,7.2636,7.2639,7.2661,7.2616,2
2008-03-01,1357.5,94.37,95.55,96.7,94.1,7.2636,7.2646,7.2661,7.2616,89.64500000000055,89.58000000000015,90.75999999999982,88.34000000000029,7.187950000000029,7.182000000000004,7.190350000000016,7.1809500000000375,89.645,89.58,90.76,88.34,7.187950000000001,7.182,7.1903500000000005,7.180949999999999,1.1667261889674387,0.6788225099976373,0.5091168824694982,0.4101219331034964,0.005586143573209072,0.0022627416837517345,0.002192031059444008,0.0007778174077647571,90.47,90.06,91.12,88.63,7.1919,7.1836,7.1919,7.1815,88.82,89.1,90.4,88.05,7.184,7.1804,7.1888,7.1804,90.11666666666667,90.27,91.28500000000003,88.89444444444449,7.219394444444441,7.2230277777777765,7.228011111111105,7.215494444444439,90.11,90.38,91.26,88.83,7.2276,7.2326999999999995,7.23615,7.22595,1.7727147675463073,1.7382005570349668,1.5440826326539185,1.7639068343479543,0.027335077060875332,0.02846640549536754,0.027698266857905277,0.027027839073464587,92.92,92.9,93.25,91.48,7.2625,7.266,7.2667,7.2595,86.62,87.38,88.67,85.0,7.1822,7.1804,7.1888,7.1804,91.93171428571421,91.95771428571425,93.23914285714288,90.6917142857143,7.269822857142865,7.2717571428571475,7.277162857142869,7.264662857142863,92.0,91.58,92.89,90.35,7.2625,7.2614,7.2661,7.2595,2.7306210085660267,2.705142255382075,2.7082068860827,2.7556748780696285,0.0652461181434122,0.06385037788700075,0.06365964686288628,0.06352430792619904,97.84,97.77,98.5,97.04,7.385,7.3815,7.385,7.374,86.62,87.38,88.67,85.0,7.1822,7.1804,7.1888,7.1804,85.01766666666668,84.85783333333333,86.03816666666667,83.7817499999999,7.425890833333312,7.427459166666647,7.4322858333333155,7.421409999999981,88.565,88.39,90.11500000000001,87.14500000000001,7.454,7.454000000000001,7.456049999999999,7.452249999999999,8.253454660778141,8.34443569277251,8.556612262885603,8.105318584036835,0.11810745214199615,0.11777021887198301,0.1173902436043995,0.11847983369177259,97.84,97.77,98.5,97.04,7.603,7.6016,7.608,7.5945,68.69,68.8,69.45,68.14,7.1822,7.1804,7.1888,7.1804,3
2008-04-01,1397.5,94.37,95.55,96.7,94.1,7.2636,7.2646,7.2661,7.2616,100.92600000000024,100.56600000000006,102.51999999999994,99.05600000000011,7.107560000000012,7.105099999999998,7.1113400000000055,7.104300000000016,101.64,100.6,102.29,99.2,7.1064,7.1065,7.1114,7.1049,2.077228923351356,1.861459105117965,1.004489920308034,1.853990291237447,0.003047622024852585,0.002074849387673255,0.0023158152010136638,0.002398958102610236,102.61,102.69,103.98,101.36,7.1114,7.1066,7.115,7.1065,97.52,97.75,101.31,96.92,7.104,7.102,7.1089,7.1005,97.78150000000001,97.35200000000002,98.89050000000002,96.19100000000005,7.145304999999998,7.148140000000001,7.153554999999999,7.141384999999994,97.97999999999999,97.785,99.11,96.555,7.14325,7.14625,7.1556500000000005,7.1425,3.047912616170328,3.1041679959977198,3.130018454627457,2.7960289509830076,0.032546767565494295,0.032761151576626915,0.03288262179012792,0.03182938521507733,102.61,102.69,103.98,101.36,7.1977,7.196000000000001,7.2089,7.192,92.86,92.68,94.0,91.09,7.104,7.102,7.1089,7.1005,94.101282051282,94.00999999999995,95.28282051282054,92.71923076923079,7.182733333333338,7.185607692307697,7.1910435897435985,7.178666666666672,92.92,92.99,94.13,92.08,7.19,7.187,7.1919,7.1815,4.559941816044146,4.322007939787197,4.5151936186961805,4.3108299265780134,0.049444574676330406,0.04952246903458484,0.04957955221008115,0.04886179399391307,102.61,102.69,103.98,101.36,7.2714,7.266,7.2754,7.2614,86.62,87.38,88.67,85.0,7.104,7.102,7.1089,7.1005,89.46579831932773,89.2706722689076,90.58605042016808,88.12327731092428,7.354636974789897,7.356083193277291,7.360918487394939,7.349993277310908,90.63,90.7,92.14,89.33,7.395,7.395,7.401,7.3848,6.8287266470389705,6.874329641412602,7.012825685779468,6.685837055620181,0.13797049172725875,0.1369022763672833,0.13624427524401664,0.1377809780795602,102.61,102.69,103.98,101.36,7.528,7.526,7.5294,7.522,76.22,76.2,77.24,75.52,7.104,7.102,7.1089,7.1005,4
2008-05-01,1407.0,108.47,106.8,109.5,105.75,7.0021,7.0004,7.0026,6.9999,105.87400000000021,105.00800000000008,106.87199999999989,104.1560000000001,7.0079600000000095,7.010859999999998,7.011760000000008,7.006460000000018,106.34,104.68,107.5,104.6,7.0021,7.0147,7.0147,7.0,2.2779991220385982,1.7725602951745163,2.0593008522310194,1.7254941321264625,0.008714814972652288,0.009311981528176931,0.008269401432390515,0.008980701530242302,108.47,106.83,109.5,105.75,7.0175,7.0203,7.0206,7.0175,102.52,102.85,104.5,102.01,7.0012,7.0004,7.0026,6.9999,103.89666666666662,103.49761904761905,105.28285714285717,101.96666666666673,7.043366666666665,7.047604761904758,7.050195238095235,7.040785714285708,103.99,104.21,105.42,102.01,7.0294,7.0439,7.0439,7.0249,2.8237799725469,2.5361208661318013,2.4963436118778497,2.7191328274529263,0.036401955075918424,0.037419346282152634,0.037299912549404964,0.036225450800856054,108.47,106.83,109.5,106.24,7.1031,7.1039,7.1099,7.1014,99.86,98.97,100.81,98.0,7.0012,7.0004,7.0026,6.9999,100.99095238095231,100.542619047619,102.21904761904761,99.19809523809519,7.093411904761907,7.096921428571431,7.100876190476196,7.090183333333336,100.66,100.55,102.18,99.12,7.10355,7.10355,7.1094,7.1011500000000005,4.2176792887828585,4.137223682925545,4.232467889625541,3.9578148923903878,0.061138149051675826,0.0609008732194841,0.06206322822235653,0.060354020282421775,108.47,106.83,109.5,106.24,7.1977,7.196000000000001,7.2089,7.192,92.86,92.68,94.0,91.09,7.0012,7.0004,7.0026,6.9999,94.34813559322035,94.10745762711862,95.59389830508475,92.83161016949143,7.266599152542358,7.26877711864405,7.273505932203374,7.262093220338968,93.05000000000001,92.945,94.245,91.75,7.257,7.26095,7.2646,7.2555,6.2056854204022684,6.147733122129402,6.227173843328644,6.004691751140291,0.15713716774380732,0.15588383435732114,0.15635661698186057,0.15604272027868898,108.47,106.83,109.5,106.24,7.528,7.525,7.5283,7.513,82.75,80.0,83.0,80.0,7.0012,7.0004,7.0026,6.9999,5
2008-06-01,1478.125,125.4,123.5,125.9,123.3,6.9878,7.0017,7.0049,6.9864,121.77200000000016,119.74200000000005,122.43599999999985,119.08600000000017,6.991520000000007,6.991459999999995,6.997500000000004,6.985540000000017,122.32,120.15,122.78,119.34,6.9883,6.987,6.9999,6.9864,2.7858697026264863,3.56932346531349,2.7977365851696057,3.42055989569042,0.0074415724150080215,0.0076015130060462874,0.008262263615419716,0.0020537770021657855,125.4,123.5,125.9,123.3,7.0048,7.0017,7.0052,6.9874,117.99,114.54,118.58,114.21,6.9877,6.9845,6.9885,6.9825,115.21809523809517,114.37523809523815,116.20142857142862,113.1866666666668,6.992933333333324,6.993461904761902,7.000042857142851,6.98729047619047,114.43,113.85,116.63,112.57,6.989,6.9914,7.0005,6.987,4.597076918054293,4.360145202913472,4.490534807473741,4.327277820216057,0.007825236951696608,0.007860055736593293,0.006785909771814542,0.0042868292213062925,125.4,123.5,125.9,123.3,7.01,7.0101,7.0101,6.999,108.2,107.88,109.17,106.86,6.9825,6.9824,6.9885,6.9824,109.55738095238091,108.93642857142855,110.74214285714285,107.57666666666657,7.018150000000002,7.0205333333333355,7.025119047619055,7.014038095238099,108.33500000000001,107.35499999999999,109.33500000000001,106.55,7.0036000000000005,7.00295,7.01005,6.9994499999999995,6.857383081713194,6.535536562005845,6.588408718538901,6.706764938103433,0.036436950221920957,0.03826096952025265,0.036678193416477746,0.03717508969551667,125.4,123.5,125.9,123.3,7.1031,7.1039,7.1099,7.1014,99.86,98.97,100.81,98.0,6.9825,6.9824,6.9885,6.9824,99.06008333333334,98.78541666666663,100.3155,97.4726666666666,7.184630833333319,7.186648333333318,7.191890833333318,7.179925833333318,96.0,95.885,97.565,94.455,7.1826,7.18305,7.1894,7.1804,9.295981918275679,8.943450812185086,9.142848962049698,8.965221480279636,0.15228238850286094,0.1517147572265879,0.15209762399952179,0.15145453404138765,125.4,123.5,125.9,123.3,7.4335,7.4305,7.4421,7.4239999999999995,86.62,87.38,88.67,85.0,6.9825,6.9824,6.9885,6.9824,6
2008-07-01,1516.875,133.91,137.25,137.51,131.6,6.9231,6.9231,6.9231,6.9231,129.16400000000004,127.73200000000013,131.30399999999983,125.20600000000017,6.931760000000007,6.9351999999999965,6.939480000000001,6.9277600000000135,127.54,127.6,128.09,124.18,6.9252,6.9345,6.9442,6.9246,6.495531540991363,5.895605990908954,6.080717885249613,4.284434618477383,0.011348259778864143,0.008413382196315574,0.011030049866306707,0.007120954990261365,137.69,137.25,138.12,131.6,6.9479999999999995,6.9442,6.9505,6.9375,122.1,121.75,124.9,121.32,6.9231,6.9231,6.9231,6.9207,127.89249999999993,127.47500000000002,130.07250000000005,125.44550000000007,6.954424999999993,6.956129999999996,6.961834999999995,6.949684999999995,127.81,127.41,129.125,125.31,6.94395,6.9437999999999995,6.952249999999999,6.937250000000001,4.4660754878528,4.38894004707969,4.42402516767246,3.522474421856522,0.02596574413413874,0.02435690975107781,0.0246081132321134,0.024358339650669563,137.69,137.25,138.12,131.6,7.0026,6.9989,7.0029,6.9919,121.25,120.1,124.1,120.1,6.9231,6.9231,6.9231,6.9207,121.7307499999999,121.071,123.29249999999998,119.47424999999987,6.9737025000000035,6.974597500000004,6.98090500000001,6.968422500000004,122.21,122.07,124.195,121.10499999999999,6.98775,6.9864999999999995,6.993399999999999,6.98295,7.626881066836486,7.763997384377493,8.122871397701822,7.151224348285167,0.027221234994533893,0.025861222208467774,0.026297732671271855,0.025659201254172943,137.69,137.25,138.12,131.6,7.01,7.0101,7.0101,6.999,108.75,107.88,109.17,107.69,6.9231,6.9231,6.9231,6.9207,105.4926495726496,105.15470085470078,106.87017094017092,103.73521367521369,7.101993162393147,7.104166666666649,7.109359829059814,7.097523931623917,101.75,101.67,103.98,99.66,7.0904,7.0906,7.0955,7.0834,13.442665119143106,13.193796515960436,13.649469042528231,12.940632319350904,0.1283943646893681,0.128250858705624,0.1283068231720574,0.12790303617883494,137.69,137.25,138.12,131.6,7.385,7.3815,7.385,7.374,86.62,87.38,88.67,85.0,6.9231,6.9231,6.9231,6.9207,7
2008-08-01,1439.5,136.58,136.02,138.91,135.9,6.8599,6.8481,6.8635,6.8481,141.07600000000008,142.66800000000012,144.00799999999992,140.0320000000002,6.859080000000006,6.852479999999998,6.863419999999996,6.849900000000014,141.87,144.4,144.86,140.33,6.859,6.8507,6.8637,6.8507,4.4343015233534,4.044022749694897,3.233785707184506,4.263176046096359,0.0058341237567707815,0.005305845830887417,0.006490531569618501,0.0022483327092990856,146.08,146.3,146.69,144.25,6.8674,6.8615,6.8706,6.8526,136.43,136.02,138.91,135.5,6.851,6.8481,6.853,6.8471,137.50409090909085,137.53681818181818,140.06863636363641,135.48136363636374,6.876163636363634,6.876959090909088,6.88182727272727,6.871995454545448,136.435,136.195,138.33499999999998,133.585,6.8688,6.86955,6.87255,6.8645,4.0932972610813945,4.27330181962111,3.7164464535915753,4.3243103446344096,0.021442715390270175,0.02503343781120896,0.021990867840992006,0.022973783760395782,146.08,146.3,146.69,144.25,6.9199,6.9246,6.9265,6.9199,131.02,131.75,135.28,130.5,6.851,6.8481,6.853,6.8471,132.92714285714277,132.7454761904762,135.3085714285714,130.70238095238082,6.913430952380955,6.914659523809526,6.919926190476202,6.90899047619048,133.815,133.33499999999998,136.7,131.415,6.91895,6.9236,6.9238,6.91845,6.436644439271475,6.644432550192489,6.455719933565954,6.40805202680092,0.04596678805356244,0.046877411792530216,0.04651822648113048,0.04568922491098038,146.08,146.3,146.69,144.25,7.0026,6.9989,7.0029,6.9919,121.25,120.1,124.1,120.1,6.851,6.8481,6.853,6.8471,112.91122950819673,112.55729508196715,114.47770491803271,111.00008196721312,7.031357377049169,7.033586885245885,7.038623770491785,7.027195081967198,109.295,108.4,109.995,107.89,7.00225,7.00155,7.0061,6.9922,16.93109436294735,16.945691718828204,17.41970807447143,16.61332142449387,0.11548111213219649,0.11661404374514417,0.11641953206806345,0.11566867891284764,146.08,146.3,146.69,144.25,7.2515,7.2605,7.2631,7.2515,86.62,87.38,88.67,85.0,6.851,6.8481,6.853,6.8471,8
2008-09-01,1265.0,136.58,136.02,138.91,135.9,6.8599,6.8481,6.8635,6.8481,117.31400000000001,119.45400000000011,120.39399999999986,116.07200000000019,6.855340000000005,6.848760000000001,6.8619599999999945,6.847120000000016,117.7,117.8,119.75,116.25,6.8555,6.8478,6.8601,6.8469,2.6338147239347434,3.4785025513909167,2.850513988738793,2.185445034770359,0.00554734170654264,0.006778864210247801,0.007613343553024056,0.006160925252889543,120.68,125.3,125.3,118.8,6.8632,6.8586,6.8733,6.8568,113.33,116.98,118.1,112.8,6.8487,6.8398,6.854,6.8398,127.30476190476186,128.69714285714286,130.4380952380953,125.3895238095239,6.8342047619047595,6.830509523809523,6.841299999999997,6.826785714285707,125.84,126.56,127.61,124.05,6.83,6.8273,6.8375,6.8228,8.42772722568289,8.459072728649904,8.709589323869713,7.999640289532083,0.014726421025161205,0.012562002418005178,0.013667296733496965,0.013315640642655977,144.49,144.37,147.5,142.25,6.8632,6.8586,6.8733,6.8568,113.33,116.98,118.1,112.8,6.8109,6.8101,6.8221,6.8101,132.7790697674417,133.27395348837203,135.4739534883721,130.68488372093012,6.85388139534884,6.852611627906978,6.860358139534896,6.848106976744196,134.71,134.56,137.22,132.0,6.8544,6.8505,6.8601,6.8471,8.416778824509127,7.966117874961985,8.233447793556902,8.16166164573812,0.026190058599547,0.028633257464264292,0.02550443689399496,0.02743506962688962,146.08,146.3,147.5,144.25,6.917999999999999,6.9241,6.9245,6.917000000000001,113.33,116.98,118.1,112.8,6.8109,6.8101,6.8221,6.8101,118.77809523809528,118.62492063492056,120.66253968253963,116.75404761904764,6.970699999999988,6.9718325396825245,6.977811904761888,6.965960317460304,120.495,120.04499999999999,121.88499999999999,118.245,6.9876000000000005,6.98565,6.99095,6.9826999999999995,14.87644391455252,15.125397541673085,15.459354963853034,14.600938281004591,0.1052475018236151,0.1071779811939598,0.10579967304897153,0.10597516167831118,146.08,146.3,147.5,144.25,7.1977,7.196000000000001,7.2089,7.19,92.86,92.99,94.0,92.08,6.8109,6.8101,6.8221,6.8101,9
2008-10-01,1082.0,100.34,103.58,103.79,98.94,6.8386,6.8402,6.8421,6.8306,104.44600000000005,106.40200000000011,106.9799999999999,103.20800000000017,6.839540000000005,6.838440000000004,6.845479999999993,6.8328000000000175,104.09,105.97,106.9,103.43,6.8386,6.8397,6.8448,6.8322,2.9366783957416946,2.0160530747037986,2.0651997482082294,2.8107952611312803,0.0031824518864347236,0.0032067117084604775,0.0028960317775944514,0.0022416511707443283,108.06,108.39,109.16,106.17,6.8434,6.8418,6.85,6.8355,100.34,103.58,103.79,98.94,6.836,6.8337,6.8421,6.8306,111.32681818181817,112.25409090909089,113.85227272727276,109.56636363636372,6.847536363636364,6.846622727272726,6.855195454545451,6.840581818181812,112.655,112.94,115.125,110.93,6.8461,6.8425,6.8515999999999995,6.8365,4.624749554471888,3.8754436416912594,4.5136153092795945,4.28524105612371,0.01332897114859595,0.013040922104652833,0.012297869628684522,0.013597816224314923,120.16,120.16,120.93,114.55,6.871,6.8698,6.8813,6.8629999999999995,100.34,103.58,103.79,98.94,6.8253,6.8245,6.8393,6.8229999999999995,118.52619047619034,119.76404761904753,121.34404761904764,116.71476190476184,6.841190476190481,6.838792857142856,6.848669047619059,6.833859523809531,115.425,116.7,118.515,113.91,6.84045,6.83805,6.84595,6.83085,9.820557818436368,10.075843137152829,10.16012676594779,9.563288096164339,0.015561613333353019,0.01523332983931045,0.014704047696018024,0.015200755109343073,143.92,144.37,145.55,142.25,6.871,6.8698,6.8813,6.8629999999999995,100.34,103.58,103.79,98.94,6.8109,6.8101,6.8221,6.8101,121.03928000000002,121.1497599999999,123.20271999999993,118.99743999999998,6.918707999999987,6.919104799999986,6.925669599999983,6.913375199999985,120.68,120.15,122.78,118.8,6.902,6.9052,6.9075,6.9005,12.591425857405863,12.58773650923014,12.915323380612698,12.340579919451848,0.07703767888416481,0.07894930065345163,0.07690445604022446,0.07794351724196065,146.08,146.3,147.5,144.25,7.0906,7.0906,7.0955,7.0834,99.86,98.97,100.81,98.0,6.8109,6.8101,6.8221,6.8101,10
